SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
boss Kêu gọi dùng kỹ năng trì hoãn	Chủ động tấn công ngoại công	1101	1	5	1		meleephysicalattack				1			\image\icon\fightskill\tianwang\huifengluoyan.spr	151			0	0	0			0	0	1	800	0	2	18	0	-1	1	0	11	0	1	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_atkdelay	
xoyo Tấn công phạm vi lớn	Chủ động tấn công ngoại công	1102	5	5	1		meleephysicalattack			100	1							0	0	0			0	0	0	520	0	4	27	277	-1	3	1	11	-1	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	1103	0	0	0	0	0	0	0	0	96		0					0	0	0	1	1	goldnormalattack	
xoyo Tấn công phạm vi lớn_Tử	Chủ động tấn công ngoại công	1103	5	0	1		meleephysicalattack			100	1							0	0	0			0	0	0	0	0	0	0	278	-1	1	1	11	0	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
npc La Hán Trận chủ động	Chủ động hỗ trợ tấn công	1104	2				initiativeattackassistant				-1							15	0	540			0	2	0	520	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	xoyo_rebound	
npc Nộ khí (Thủy)		1105	5	6	3						1			\image\icon\fightskill\public\rage_water.spr	265			0	0	0			0	0	0	520	0	4	27	257	-1	5	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	1106	0	0	0	0	0	0	0	0	256		0					0	0	0	3	1	rage_water	
npc Nộ khí (Thủy)_Tử_Đóng băng		1106	5	1	1						1							0	0	0			0	0	0	0	0	0	0	268	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	1107	0	0	0	0	0	0	0	0		0					0	0	0	3	1	rage_water_child1	
npc Nộ khí (Thủy)_Tử Tử_Bão băng		1107	5	1	1		rangephysicalattack			125	1			\image\icon\fightskill\public\rage_water.spr				0	0	0			0	0	0	0	0	0	0	258	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	npc_criatk	
npc tăng hiệu quả ngũ hành	Chủ động hỗ trợ tấn công	1108	2				initiativeattackassistant				-1			\image\icon\fightskill\kunlun\daoguxianfeng.spr	225			42	0	5400			0	2	0	520	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_addskillstate	
npc tăng tốc độ di chuyển	Chủ động hỗ trợ tấn công	1109	2				initiativeattackassistant				-1			\image\icon\fightskill\kunlun\qingfengfu.spr	219			40	0	5400			0	2	0	520	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_addrunspeed	
boss024 Vân Long Cửu Hiện	Chủ động tấn công nội công	1110	5	4	3		rangemagicattack			50	-1			\image\icon\fightskill\tianren\yunlongji.spr				0	0	0			0	0	0	140	0	4	19	394	-1	9	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	72		0					0	0	0	4	1	empty	Khi rơi vào trận pháp kẻ địch sẽ bị choáng
npc bạc Hộ Giáp_Tài Bảo Thố	Hỗ trợ bị động	1111	3								-1			\image\icon\fightskill\gaibang\benliudaohai.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_defstate	Hóa giải sát thương
Tử Tiêu Hoành Vân_Tử Tử		1112	2								-1							532	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	jianwu120_child2	
boss024 Thiên Hạ Tam Phân	Chủ động tấn công nội công	1113	5	3	1		rangemagicattack			120	-1			\image\icon\fightskill\daliduanshi\yiyangzhi.spr				0	0	0			0	0	1	520	0	0	0	395	-1	3	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4					0	0	0	4	1	goldnormalattack	Khi rơi vào trận pháp kẻ địch sẽ bị choáng
boss Đoạn Hồn Thích_Nhu Tiểu Thúy	Chủ động hỗ trợ chiến đấu	1114	1	4	1					200	-1			\image\icon\fightskill\tianwang\duanhunci.spr	159	\audio\fightskill\tianwang\tw_dhc_m.wav	\audio\fightskill\tianwang\tw_dhc_fm.wav	0	0	0			0	0	1	600	0	1	20	1115	-1	1	0	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	1	1	egoulanlu	Võ công trung cấp Thiên Vương, xung kích đối thủ, nhưng do thể trọng của người sử dụng nên đẩy lùi đối thủ.
boss Đoạn Hồn Thích Kích Thoái_Nhu Tiểu Thúy		1115	5	0	1		meleephysicalattack			200	-1							0	0	0			0	2	0	0	0	0	0	29	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	egoulanlu	
boss Bất Tận Trường Giang	Chủ động tấn công nội công	1116	5	0	3		rangemagicattack			50	-1			\image\icon\fightskill\cuiyan\bihaichaosheng.spr				0	0	0			0	0	0	520	0	2	9	1117	-1	7	0	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				1	0	0	0	3	1	waternormalattack	Trường Giang cuồn cuộn bất tận
boss Bất Tận Trường Giang_Tử	Chủ động tấn công nội công	1117	5	5	3		rangemagicattack			20	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	4	9	396	-1	4	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	72		0				1	0	0	0	3	1	waternormalattack	Trường Giang cuồn cuộn bất tận
boss Tầng Loan Điệp Chướng	Chủ động tấn công nội công	1118	5	4	3		rangemagicattack			0	-1			\image\icon\fightskill\tangmen\tianluodiwang.spr				0	0	0			0	0	0	520	0	0	0	397	-1	5	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	1119	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
boss Tầng Loan Điệp Chướng_Tử	Chủ động tấn công nội công	1119	5	3	1		rangemagicattack			0	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	0	0	398	-1	2	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	1120	3	0	0	0	0	0	0	0	0	0	0		20					0	0	0	5	1	earthnormalattack	
boss Tầng Loan Điệp Chướng_Tử Tử	Chủ động tấn công nội công	1120	5	3	1		rangemagicattack			100	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	0	0	399	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	egoulanlu	
boss Thái Cực Tương Sinh	Chủ động tấn công nội công	1121	5	4	3		rangemagicattack			50	-1			\image\icon\fightskill\wudang\tiandiwuji.spr				0	0	0			0	0	0	520	0	0	0	318	-1	2	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	1122	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
boss Thái Cực Tương Sinh_Tử	Chủ động tấn công nội công	1122	5	3	1		rangemagicattack			50	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	2	5	349	-1	48	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	150		3					0	0	0	5	1	earthnormalattack	
npc Hóa giải trạng thái	Bùa chú	1123	5	1	3						-1			\image\icon\fightskill\tianren\beisuqingfeng.spr	203	\audio\fightskill\tianren\tr_bsqf_h.wav	\audio\fightskill\tianren\tr_bsqf_h.wav	149	0	360			0	2	0	520	0	0	0	118	-1	1	1	11	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	boss_removestate	
boss Vô Trung Sinh Hữu	Chủ động tấn công ngoại công	1124	5	0	1		rangephysicalattack			50	2			\image\icon\fightskill\shaolin\pojiedaofa.spr	152			0	0	0			0	0	0	520	0	0	0	388	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	1125	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	
boss Vô Trung Sinh Hữu_Tử	Chủ động tấn công ngoại công	1125	5	3	1		rangephysicalattack			50	2			\image\icon\fightskill\shaolin\pojiedaofa.spr	152			0	0	0			0	0	0	520	0	4	6	348	-1	2	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	1126	0	0	0	0	0	0	0	0	64		8					0	0	0	3	1	waternormalattack	
boss Vô Trung Sinh Hữu_Tử Tử	Chủ động tấn công ngoại công	1126	5	3	1		rangephysicalattack			50	2			\image\icon\fightskill\shaolin\pojiedaofa.spr	152			0	0	0			0	0	0	520	0	4	6	348	-1	2	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	1127	0	0	0	0	0	0	0	0	64		8					0	0	0	3	1	waternormalattack	
boss Vô Trung Sinh Hữu_Tử Tử Tử	Chủ động tấn công ngoại công	1127	5	3	1		rangephysicalattack			50	2			\image\icon\fightskill\shaolin\pojiedaofa.spr	152			0	0	0			0	0	0	520	0	4	6	348	-1	2	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	64		8					0	0	0	3	1	waternormalattack	
npc Tăng tấn công trong thời gian ngắn	Chủ động hỗ trợ chiến đấu	1128	5	1	3		initiativeattackassistant				-1			\image\icon\fightskill\tianwang\tianwwangzhanyi.spr	160			18	0	180			0	2	0	520	0	0	0	113	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_atkstate	Tăng lực tấn công, cấp 1 đến 10 kỹ năng phát huy lực tấn công cơ bản tăng 10% đến 100%
npc Tinh Hà Hối Tụ_Tử	Chủ động tấn công nội công	1129	5	3	1		rangemagicattack			75	2			\image\icon\fightskill\daliduanshi\jinyumantang.spr	283			0	0	0			0	0	0	520	0	4	5	436	-1	7	1	9	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	-520		1					0	0	0	3	1	waternormalattack	Tấn công hình rẽ quạt ngược hướng
npc Tinh Hà Hối Tụ	Chủ động tấn công nội công	1130	5	1	3		rangemagicattack			75	2			\image\icon\fightskill\daliduanshi\jinyumantang.spr	283			0	0	0			0	0	0	520	0	0	0	318	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	1129	0	0	0	0	0	0	0	500		0					0	0	0	3	1	waternormalattack	Tấn công hình rẽ quạt ngược hướng
npc Nộ Lôi Liên Hoàn Kích	Chủ động tấn công nội công	1131	5	0	1		rangemagicattack				1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr		\audio\fightskill\shaolin\sl_hslh_m.wav		0	0	0			0	0	0	500	0	0	0	387	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	1058	8	0	0	0	0	0	0	0	0	0	0		0					0	2	0	1	1	empty	
npc Từ Hàng Phổ Độ_Diện rộng	Chủ động hỗ trợ hồi phục	1132	5	1	2						-1			\image\icon\fightskill\emei\cihangpudu.spr	181		\audio\fightskill\emei\em_chpd_fm.wav	25	0	90			0	2	0	520	0	0	0	435	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	cbt_fastlifereplenish	
npc Phổ Độ Chúng Sinh	Vòng sáng hỗ trợ phòng thủ	1133	4	1	1		stolenassistant				-1							102	0	45			1	2	0	0	0	0	0	416	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	ally	0	594	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	puduzhongsheng	
domain Phân Quang Lược Ảnh_Tử	Chủ động tấn công ngoại công	1134	5	4	1		rangephysicalattack				1			\image\icon\fightskill\shaolin\fumodaofa.spr	0			0	0	0			0	0	0	520	1	0	0	347	-1	6	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	goldnormalattack	
domain Phân Quang Lược Ảnh	Chủ động tấn công ngoại công	1135	2				meleephysicalattack				1			\image\icon\fightskill\tianwang\huifengluoyan.spr	151			0	0	0			0	0	1	520	0	0	0	0	-1	0	0	11	-1	1	0	0	0	0	0	0	1	0	0	self	0	1134	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
npc chảy máu liên tục	Bùa chú chủ động	1136	5	1	3		curse				-1							133	0	1080			0	2	0	520	0	0	0	118	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_laniate	Khiến mục tiêu chảy máu liên tục
npc Hỏa Tường Kích Thoái	Chủ động tấn công nội công	1137	5	4	1		rangemagicattack			25	4			\image\icon\fightskill\tianren\tuishantianhai.spr				0	0	0			0	0	0	520	0	5	2	102	-1	32	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	1138	0	0	0	0	0	0	0	0	0	0	0	-400		0					0	0	0	0	1	npc_firewallknockback	Tạo thành một loạt tường lửa tấn công đối thủ trong phạm vi lớn.
npc Hỏa Tường Kích Thoái_Tử	Chủ động tấn công nội công	1138	5	4	1		rangemagicattack			25	4			\image\icon\fightskill\tianren\tuishantianhai.spr				0	0	0			0	0	0	520	0	5	3	102	-1	16	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	-200		0					0	0	0	0	1	npc_firewallknockback	Tạo thành một loạt tường lửa tấn công đối thủ trong phạm vi lớn.
npc Tấn công phạm vi lớn	Chủ động tấn công ngoại công	1139	5	1	1		meleephysicalattack			100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	158			0	0	0			0	0	0	160	0	0	0	271	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	goldnormalattack	Tranh đoạt chiến khu sẽ nhận kỹ năng thường
npc Tấn công phạm vi lớn đặc biệt	Chủ động tấn công ngoại công	1140	5	1	1		meleephysicalattack			150	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	158			0	0	0			0	0	0	300	0	0	0	255	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	goldnormalattack	Tranh đoạt chiến khu sẽ nhận kỹ năng đặc biệt
npc直线多段攻击	Chủ động tấn công ngoại công	1141	1	5	1		meleephysicalattack			50	3			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	1	350	0	2	5	0	-1	18	0	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	1142	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	goldnormalattack	Làm động tác tấn công nhiều đoạn theo hướng cố định
npc直线多段攻击子	Chủ động tấn công ngoại công	1142	5	0	1		meleephysicalattack			50	3			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	350	0	2	5	24	-1	18	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_tianzhujuedao	Tấn công nhiều đoạn theo hướng cố định
npcTấn công nhiều đoạn quanh mình	Chủ động tấn công ngoại công	1143	1	5	1		meleephysicalattack			40	1			\image\icon\fightskill\tianwang\chenglongjue.spr				0	0	0			0	0	1	80	0	2	4	1144	-1	18	0	9	0	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	goldnormalattack	Chùy pháp cao cấp Thiên Vương, tấn công trong phạm vi nhỏ trước mặt với tốc độ cực nhanh.
npcTấn công nhiều đoạn quanh mình_Tử	Chủ động tấn công ngoại công	1144	5	1	3		meleephysicalattack			40	1							0	0	0			0	0	0	0	0	0	0	346	-1	1	1	9	-1	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	64		0					0	0	0	0	1	goldnormalattack	
npc Tuyết Ủng Lam Quan	Chủ động tấn công nội công	1145	5	0	1						1			\image\icon\fightskill\daliduanshi\jinyumantang.spr				0	0	0			0	0	0	750	0	0	0	342	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	1153	2	0	0	0	0	0	0	0	0	0	0		0					0	2	0	0	1	empty	
npc Kiếm trận	Chủ động tấn công nội công	1146	5	4	3		rangephysicalattack			20	-1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0			0	0	1	520	0	0	0	345	-1	1	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	1147	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	waternormalattack	Ngưng tụ kiếm khí để tấn công đối thủ
npc Kiếm trận_Tử	Chủ động tấn công nội công	1147	5	4	3		rangephysicalattack			20	-1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0			0	0	1	520	0	4	11	345	-1	6	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	160		0					0	0	0	0	1	waternormalattack	
npc Trạng thái phòng phủ của phe ta	Chủ động hỗ trợ phòng thủ	1148	5	1	3		initiativedefendassistant				-1			\image\icon\fightskill\tianwang\jinzhongzhao.spr	161			19	0	5400			0	2	0	520	0	0	0	113	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_defstate	Giảm thọ thương, từ cấp 1 đến 10 giảm 10% đến 100% sát thương.
npc Tăng tốc độ tấn công của phe ta	Chủ động hỗ trợ chiến đấu	1149	5	1	3		initiativeattackassistant				-1			\image\icon\fightskill\daliduanshi\kumuchangong.spr	284			117	0	5400			0	2	0	520	0	0	0	113	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_atkspeedup	Tăng tốc độ tấn công, từ cấp 1 đến 10 tăng từ 10 đến 100 tốc độ đánh nội ngoại công.
npc Trạng thái tấn công của phe ta	Chủ động hỗ trợ chiến đấu	1150	5	1	3		initiativeattackassistant				-1			\image\icon\fightskill\tianwang\tianwwangzhanyi.spr	160			18	0	5400			0	2	0	520	0	0	0	113	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_atkstate	Tăng lực tấn công, cấp 1 đến 10 kỹ năng phát huy lực tấn công cơ bản tăng 10% đến 100%
npc Tăng hiệu quả ngũ hành phe ta	Chủ động hỗ trợ tấn công	1151	5	1	3		initiativeattackassistant				-1			\image\icon\fightskill\kunlun\daoguxianfeng.spr	225			42	0	5400			0	2	0	520	0	0	0	113	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_addskillstate	Tăng hiệu quả ngũ hành kỹ năng
npc Tăng tốc độ di chuyển phe ta	Chủ động hỗ trợ tấn công	1152	5	1	3		initiativeattackassistant				-1			\image\icon\fightskill\kunlun\qingfengfu.spr	219			40	0	5400			0	2	0	520	0	0	0	113	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_addrunspeed	Tăng tốc độ di chuyển, từ cấp 1 đến 10 tăng 10 đến 100 tốc độ di chuyển
npc Tuyết Ủng Lam Quan_Tử	Chủ động tấn công nội công	1153	5	2	1		rangemagicattack			75	1			\image\icon\fightskill\daliduanshi\jinyumantang.spr				0	0	0			0	0	0	520	0	4	7	343	-1	5	1	9	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	0	1	waternormalattack	Kiếm khí trung cấp Đại Lý Đoàn Thị, phát ra rất nhiều đạo kiếm khí.
npc Vòng sáng chiến trường	Vòng sáng hỗ trợ phòng thủ	1154	4	1	1						-1							294	0	45			1	2	0	0	0	0	0	416	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	allynoself	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	npc_battlefieldaura	
Lợi Nhận Xung Kích	Chủ động tấn công ngoại công	1155	5	0	1	4	rangephysicalattack			0	2			\image\icon\fightskill\shaolin\wuxiangzhan.spr				0	0	0			0	0	0	520	0	2	6	24	-1	2	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	domainskill1	Kỹ năng công thành, tấn công đối thủ 2 lần trong phạm vi nhỏ trên một đường thẳng.
Hoành Tảo Thiên Quân	Chủ động tấn công ngoại công	1156	5	1	1	4	meleephysicalattack			0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				0	0	0			0	0	0	160	0	0	0	29	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	domainskill2	Kỹ năng công thành, tấn công đối thủ xung quanh trong phạm vi lớn.
npc Tự Động Ẩn Thân	Hỗ trợ bị động	1157	3					1			-1			\image\icon\fightskill\shaolin\shaolindaofa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_autohide	Đao pháp nhập môn Thiếu Lâm, tăng sát thương đao.
npc A La Hán Thần Công_Không có hiệu quả đặc biệt	Vòng sáng hỗ trợ tấn công	1158	4	1	1		stolenassistant	1			1			\image\icon\fightskill\shaolin\aluohanshengong.spr				0	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	1	0	0	1	aluohanshengong	Nội công Thiếu Lâm, phản đòn cho mình và đồng đội trong vòng sáng.
npcVô Hình Cổ_Không có hiệu quả đặc biệt	Vòng sáng tấn công hệ ngoại công	1159	4	1	1		aurarangemagicattack			100	-1			\image\icon\fightskill\wudu\wuxinggu.spr				0	0	0			1	2	0	0	0	0	0	393	-1	1	1	14	1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	8	0	0	1	woodnormalattack	Vô Hình Cổ phạm vi vừa
Tống Kim Hộ Kỳ Biến Thân		1160	2			4					-1							0	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	songjin_transmutation	
Khinh công Tống Kim	Chủ động hỗ trợ chiến đấu	1161	1	2		4					-1			\image\icon\fightskill\public\jump.spr				0	0	0			0	2	1	1000	0	0	0	0	-1	0	0	13	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	battlejump	Nhảy cao đến nơi mình muốn.
npc Cửu Cung Phi Tinh		1162	5	3	1		rangephysicalattack			60	1			\image\icon\fightskill\tangmen\jiugongfeixing.spr				0	0	0			0	0	0	120	0	5	3	251	-1	5	1	11	0	0	3	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2					0	0	0	2	1	goldnormalattack	
Vòng sáng Vong Giả		1163	2								-1							344	0	180			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Vòng sáng tượng 1		1164	4	1	1						-1							354	0	180			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	1	0	0	1	empty	
Vòng sáng tượng 2		1165	4	1	1						-1							355	0	180			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	1	0	0	1	empty	
Thành trì		1166	4	1	1						-1			\image\icon\fightskill\kunlun\zhenhuokangli.spr				0	0	3110400			1	2	0	0	0	0	0	71	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	defencestate	
Chu Cáp Thanh Minh 3	Chủ động hỗ trợ chiến đấu	1167	5	1	1		specialattack	1			-1			\image\icon\fightskill\public\unopened.spr				0	0	0			0	2	0	520	0	0	0	12	-1	1	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	1171	0	0	0	1168	0	110	10	0	0	0	0	0		0					0	0	0	0	1	zhuhaqingming3	
Chu Cáp Thanh Minh 4	Chủ động hỗ trợ chiến đấu	1168	5	1	1		specialattack	1			-1			\image\icon\fightskill\public\unopened.spr				0	0	0			0	2	0	520	0	0	0	12	-1	1	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	1171	0	0	0	1169	0	110	10	0	0	0	0	0		0					0	0	0	0	1	zhuhaqingming4	
Chu Cáp Thanh Minh 5	Chủ động hỗ trợ chiến đấu	1169	5	1	1		specialattack	1			-1			\image\icon\fightskill\public\unopened.spr				0	0	0			0	2	0	520	0	0	0	12	-1	1	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	1171	0	0	0	1170	0	110	10	0	0	0	0	0		0					0	0	0	0	1	zhuhaqingming5	
